16
1 4 1 2 4 3
2 4 3 4 6 5
3 4 5 6 8 7
4 4 7 8 10 9
5 4 2 11 12 4
6 4 4 12 13 6
7 4 6 13 14 8
8 4 8 14 15 10
9 4 11 16 17 12
10 4 12 17 18 13
11 4 13 18 19 14
12 4 14 19 20 15
13 4 16 21 22 17
14 4 17 22 23 18
15 4 18 23 24 19
16 4 19 24 25 20
