24
1 -1.41421355336998489e+00 -1.41421357137480519e+00
2 -8.83883470881529743e-01 -8.83883482083984484e-01
3 -1.99999999972669373e+00 -2.93472055588643188e-08
4 -1.24999999982913246e+00 -1.83327755554127919e-08
5 -3.53553388393074597e-01 -3.53553392793163668e-01
6 -4.99999999931571237e-01 -7.31834566298356082e-09
7 -1.41421359487326659e+00 1.41421352987161542e+00
8 -8.83883496808126279e-01 8.83883456157580683e-01
9 -3.53553398742985969e-01 3.53553382443545949e-01
10 -3.46944695195361419e-18 -1.99999999912841586e+00
11 -8.54351311918577494e-17 -1.24999999945526019e+00
12 -8.67361737988403547e-19 -4.99999999782103965e-01
13 1.41421355336998489e+00 -1.41421357137480519e+00
14 8.83883470881529743e-01 -8.83883482083984484e-01
15 3.53553388393074597e-01 -3.53553392793163668e-01
16 0.00000000000000000e+00 2.00000000000000000e+00
17 1.38777878078144568e-17 1.25000000000000000e+00
18 0.00000000000000000e+00 5.00000000000000000e-01
19 1.41421359487326659e+00 1.41421352987161542e+00
20 8.83883496808126279e-01 8.83883456157580683e-01
21 3.53553398742985969e-01 3.53553382443545949e-01
22 1.99999999972669373e+00 -2.93472055588643188e-08
23 1.24999999982913246e+00 -1.83327756109239365e-08
24 4.99999999931571237e-01 -7.31834566298356082e-09
